#element,configuration,UUID
Pt,X/BCC,87c027a3-95ce-469f-b8b1-85703a5c816d
Pt,X/Diamond,45951e88-1ce7-4670-84f2-18894ca3a66b
Pt,X/FCC,65615541-a52e-4af9-8b88-aab40d102a45
Pt,X/SC,1759ed5c-0da0-482d-a7db-c34bf9fce0b6
Pu,X/BCC,1cc653f5-a1f9-49af-940a-5fcda8f57a23
Pu,X/Diamond,e88e0958-441a-40e7-9664-9e2c962d57c1
Pu,X/FCC,d48dc88e-78e8-4d95-91ef-d99a37404bb5
Pu,X/SC,110f019a-e7e8-41c2-b4ec-6f69e098db84
Ra,X/BCC,6179315a-2f23-4018-9b64-fee5913afc0f
Ra,X/Diamond,1c17e95f-bf90-47bf-922f-d42c0073fa7d
Ra,X/FCC,2f4a8737-0c21-42d8-9059-b4a17cb591b2
Ra,X/SC,81bf0a64-8fac-4e65-9098-4c3945bffba1
Rb,X/BCC,3b30037d-7118-4e47-b7e1-f4b2a7047cfe
Rb,X/Diamond,daf1b544-bad3-4caf-9aa6-edc89bd56de8
Rb,X/FCC,026b484b-97f6-48a9-b675-12f7b8dc1f40
Rb,X/SC,f49b96da-a631-4175-8085-9c34d62530d6
Re,X/BCC,9228d02b-3edf-468e-9576-94f421871dd7
Re,X/Diamond,96b3d493-0554-4f07-8889-dfc77051837c
Re,X/FCC,c0c7bc84-a48a-431a-8010-54d8ed9e0d0c
Re,X/SC,b79b9113-62ed-4bb4-b4fc-fd4906d2b5ca
Rh,X/BCC,0c004526-2284-4a3b-8a90-048f56b5250a
Rh,X/Diamond,a8ed1fe4-2fde-4d58-a5b1-21e22756a4ed
Rh,X/FCC,b9eb3992-e870-4efe-8179-8dde3ceb976f
Rh,X/SC,6cb85ac5-9cd1-4362-a6b6-c9a95b65cc3e
Rn,X/BCC,eccc2937-e3e2-463c-bf50-77ed980ffd00
Rn,X/Diamond,27be4a5c-6859-4b40-b24f-90d69703e6e0
Rn,X/FCC,7bceef42-80d6-4cbc-8ddd-abc51afbbdba
Rn,X/SC,efe0a4d3-5a2d-420c-b06b-e60fffd51237
Ru,X/BCC,9be0bdde-2f35-48d5-80c1-73e5f6a5195b
Ru,X/Diamond,1ab37a15-e2ab-49ca-a1a1-2e88d8de8d71
Ru,X/FCC,2b71809f-1526-4964-8686-88df64776f4e
Ru,X/SC,f9684acd-d994-4361-916d-b1c1a6036db1
S,X/BCC,b6a6678c-817b-40fc-9688-7986ba7cbe36
S,X/Diamond,79efc7fe-9939-41a2-8bcb-8afa8edd6165
S,X/FCC,89147c75-ed1a-41c9-a95c-5bc0133aba09
S,X/SC,0518404d-1ed3-4175-b933-6572ac99ed3e
Sb,X/BCC,92f3bcf6-61dd-4684-b7c4-b509f8a65f78
Sb,X/Diamond,15cd77e8-3654-49ae-9f55-6cfda2e83548
Sb,X/FCC,b4f020e0-0c94-4361-9727-9c3a9e202859
Sb,X/SC,26c1c8d5-3c76-4e13-844e-c43906de1e13
Sc,X/BCC,603092b7-d58d-4305-986e-1c6248b5c113
Sc,X/Diamond,cc442427-f685-4e85-9a7b-5d1d0529da02
Sc,X/FCC,d3ed7fc6-a509-4764-a86c-aa007311a407
Sc,X/SC,8cf7531d-bc79-43e8-ad49-4dc1d738bac5
Se,X/BCC,fc3e815c-4a54-4b5e-9d91-0c03e2da56c4
Se,X/Diamond,be314c09-a1c0-4550-a9fc-ccc5724d2ae7
Se,X/FCC,93285c92-ecce-4504-91c0-04a31fb27f55
Se,X/SC,2766021d-24bf-4609-af31-84913d82d21c
Si,X/BCC,2fffbb1f-0a7b-488d-a344-c895cd139908
Si,X/Diamond,30ae4bc8-5f53-4c9d-ba06-20eb8bd41895
Si,X/FCC,864e95bf-8d08-4466-b5cd-99a16cca081f
Si,X/SC,6f2dfc7e-0e99-48ce-a38f-b35f479fa404
Sm,X/BCC,20e11016-aa52-4fbd-ac03-433f498d5c0d
Sm,X/Diamond,5a2cbf03-fb95-4ff0-acbf-cacaa3d51140
Sm,X/FCC,fa13dfc8-c4d1-49df-8eb3-8b89a7934a89
Sm,X/SC,4f0560e2-8579-449c-bdc1-e109c3442999
Sn,X/BCC,aae7f304-6597-4058-8c74-d81b9566b567
Sn,X/Diamond,28635f9a-0e07-4768-ac48-79eb2a1acd1f
Sn,X/FCC,274cc324-e54a-4fa9-9bf3-24787e2b2e97
Sn,X/SC,a72372a8-931f-457c-bf3a-5488d8f35f1b
Sr,X/BCC,f79c6658-a4b7-4629-ad9d-04c5e3f0fd96
Sr,X/Diamond,1ef259af-da46-4614-9374-11dab5171a0d
Sr,X/FCC,b3b7b05f-06a6-4e5a-9291-4983b59f19aa
Sr,X/SC,a97becd5-e63e-4b03-adb9-98010dfc1b11
Ta,X/BCC,414c44a9-2485-4ff8-9561-790f2d383b84
Ta,X/Diamond,a28f3af9-5328-49a5-a05c-9f380eed95a6
Ta,X/FCC,bbc3c585-0737-49e8-957b-74b94ef2bc04
Ta,X/SC,ff8bbfb5-07dd-4fec-bd4a-8d5e1e501106
Tb,X/BCC,b024d1a0-6a2b-4325-8210-0600a1e8ad55
Tb,X/Diamond,b9209d77-c67b-4cd5-99de-69af02518a2a
Tb,X/FCC,2622fecf-9072-4206-b813-e1a407e3d60e
Tb,X/SC,12029aa0-5da9-4310-9949-2ad1cbf566e9
