#element,configuration,UUID
Dy,X2O,a7d1967b-d068-4fa4-a319-c0bcaead6e42
Dy,X2O3,f87505a6-8d4e-4457-a70a-26f2308838c8
Dy,X2O5,2fce9753-729e-45a6-a21a-711589317632
Dy,XO,bb56849f-5116-4bb3-83f7-ecb90e7c6745
Dy,XO2,cbe486e9-b3d1-46e2-8314-16693e8c4953
Dy,XO3,e7450a69-dda5-4257-8a16-d86c5fcebe86
Er,X2O,7743a8a4-7e14-443a-8b23-76103751554d
Er,X2O3,7982bcda-2c15-47f2-b33f-6d54596b229e
Er,X2O5,75dabffa-3dfd-4b2a-a3da-3e5617c95f83
Er,XO,2f1081ba-5d8e-4e14-9211-a14d216a441c
Er,XO2,56f664d5-95fe-4cdb-85b3-b388d8d17e05
Er,XO3,e5115ccb-fb90-4693-889c-e3b713b0cf38
Es,X2O,68a607f5-2b90-4a63-b799-f25f90328c15
Es,X2O3,fc42b72d-0484-4475-b669-b19dd0b9935b
Es,X2O5,b989e3be-458c-4faa-ae71-8b0c643829b9
Es,XO,8ddb84b4-6297-4dff-aedd-85c172852afc
Es,XO2,81500b2a-077b-4905-9ce1-d75c348bfcdc
Es,XO3,49b2d66d-e632-4238-a4b8-3992d59ec0e4
Eu,X2O,36015424-86b5-4660-861b-b76e1e9c99b4
Eu,X2O3,0b9e60af-c10b-4da2-ba1e-9b522b60a365
Eu,X2O5,5e31611f-43d7-443c-93e2-3717962ee8d3
Eu,XO,b45347b2-c12c-4ffd-9bb5-fb3cd08ed821
Eu,XO2,c207f62a-85ac-4585-8050-533ab0f15937
Eu,XO3,9e0f6e8d-e4e8-4d1d-9f2d-13d04f209aa2
F,X2O,f41ddd04-0987-4eec-a15d-7f711b910dba
F,X2O3,8ec3865e-cd43-4e02-b795-4ef16a5a4ef4
F,X2O5,71411906-43b1-48db-817c-58581e882ed6
F,XO,d89b3faa-0a5f-434d-88da-5c2fbcc0b983
F,XO2,683af2ef-e64e-4f24-8dc3-c2ac091ba13d
F,XO3,8b19da8b-1e0a-4155-8e6b-4486e9499390
Fe,X2O,eb334652-42c9-436f-a208-c0b3b7fd9229
Fe,X2O3,a1f50cc4-728c-4515-8a66-567de7e3c675
Fe,X2O5,c5f48f7e-6e22-455e-8438-40817158d3d1
Fe,XO,782ddc66-dace-42f2-ae1e-c98b893a9c93
Fe,XO2,c024f6d0-9cb0-42e1-bbb9-cf12c9b5e891
Fe,XO3,cc5c11dc-ba03-445a-a68a-a27b0b9b5684
Fm,X2O,0e457272-8a7b-45de-a855-d64c20df7764
Fm,X2O3,e4eb7541-1453-44da-8d8b-af7f133de72e
Fm,X2O5,1da17191-9404-4c92-af27-ac502c452f8e
Fm,XO,d0e47f0f-f243-43bb-80e5-1d59e02a55a6
Fm,XO2,5d74cc5a-79d5-46c3-997b-df82dced56ad
Fm,XO3,f4e5e198-c0f2-4aac-ad65-6d7001ee531e
Fr,X2O,294fe477-c2f5-4071-ba45-a0df6211f8b6
Fr,X2O3,14e27b34-a9e1-4cb3-b7c5-0ef4bbc2e7c0
Fr,X2O5,9472dfb3-561a-401e-b29a-3feb03960b7f
Fr,XO,967fd444-2aba-4f4c-9e78-c8f96a989071
Fr,XO2,83c72bf3-6059-4aec-84ed-38ec854ef466
Fr,XO3,0e0c6382-b8a5-42b2-af50-28744749d519
Ga,X2O,59af5d2c-6d50-49f2-a4e8-c3df186a51fa
Ga,X2O3,485aa0be-0c8e-4819-80e1-fa988511167d
Ga,X2O5,de83fd94-d49a-43e9-9eeb-deeb0a0967aa
Ga,XO,c8e41d8a-c14f-4aaf-a567-2bc56246b079
Ga,XO2,58370ac6-83cb-4a3d-8319-f62a6d8d1bab
Ga,XO3,ccbed24c-24e3-42d1-8ead-c10ee27fb1e1
