#element,configuration,UUID
Si,X/Diamond,912acef6-d852-4567-835a-8de62eee7cd8
Si,X/FCC,2e6d673b-5636-4e2c-8e37-eef7859e7708
Si,X/SC,987e2f96-16e4-4549-ba2f-9d909b391cab
Sn,X/BCC,75abc04e-8361-4719-9257-1af836e2c071
Sn,X/Diamond,4644c043-68ea-44eb-9a6d-70b0b273e978
Sn,X/FCC,2782a96d-f34d-4e8a-bd86-877d5c57333a
Sn,X/SC,996f70c6-5921-4d2c-b3b1-e95c7be8d998
Sr,X/BCC,ed361a65-2c06-41c9-bb51-5ba0a23da7bb
Sr,X/Diamond,f1ad6b69-d69b-4fac-a857-8d127ff65365
Sr,X/FCC,7d20715a-61fa-4ec1-946e-91cc4a683a1d
Sr,X/SC,1f393dc4-8575-4261-9870-2debbd699466
Ta,X/BCC,f30e847b-eea3-414e-b8d5-ee7eb0882ec3
Ta,X/Diamond,5ecbb7bd-82c3-4f7e-81b3-c4e34cddfe2e
Ta,X/FCC,5cd38db3-1ea9-4560-8546-a1043bf3648b
Ta,X/SC,bf214ef8-fdc1-43ff-a121-46962c666760
Tc,X/BCC,3768f48d-e073-4454-ae95-2c6d080b03cf
Tc,X/Diamond,a4fd0742-fd1d-4c37-8334-1407922efcd5
Tc,X/FCC,521cf128-dbc1-4798-a81a-09fe8c25b6ec
Tc,X/SC,2e23814a-7929-4ab8-a44e-b8be146840c8
Te,X/BCC,19295238-8d26-4e50-bdd4-3094fae62e44
Te,X/Diamond,2d424b15-8f43-4c12-a885-8f6be9f7a8a4
Te,X/FCC,65b414a9-998d-4259-8f62-084e2244245a
Te,X/SC,335fef6f-41e7-4e42-8596-3bae379c2186
Ti,X/BCC,fe279132-a82b-404d-ad87-2fb5d6f2698c
Ti,X/Diamond,d0c9fa2e-1f96-46ce-bf95-c69b278da6cc
Ti,X/FCC,d23b8a9d-e111-45f3-9456-90c66b7bc81e
Ti,X/SC,ed14cfbb-a5b9-4157-9da6-57924951251e
Tl,X/BCC,26191722-0f05-440b-9aa1-4f73a9827c93
Tl,X/Diamond,951bb829-dd8e-4e7f-a6e2-bc6e9e68acc7
Tl,X/FCC,4eaca44c-a64e-4a77-a2fa-4e2e142837ab
Tl,X/SC,4c00c65b-3773-4b1f-9016-56952fd45127
V,X/BCC,0993e049-f1a2-4aa6-8ff5-f5250e557a35
V,X/Diamond,d65c470a-5464-4fb0-9fd6-85cbb07d8db4
V,X/FCC,3b06fa0a-b578-4989-9a24-4cea4ae14418
V,X/SC,e7837307-055d-4c48-a5c4-2f814bd2e7bc
W,X/BCC,3ee72e8d-376a-451d-bf8f-27ad494b3bf7
W,X/Diamond,ed7606d5-1c59-4806-b8e1-3f976f4342bd
W,X/FCC,2456b1f3-ac71-4365-abe1-b8c18704d291
W,X/SC,44ee6964-7664-4245-b88a-0b01640dafd2
Y,X/BCC,53e69889-3ed3-4fc4-8026-fdb6e63ab816
Y,X/Diamond,d4dca709-fc19-4ffd-825a-6c83866e803d
Y,X/FCC,f1ce1532-dd8c-496d-8130-2ffabfa4fed4
Y,X/SC,05b46a0a-1bc1-4ab9-8093-12351b28076f
Zn,X/BCC,ae75100a-cc4b-45d9-81a8-1a04782101b3
Zn,X/Diamond,ce616c8a-8f6e-4fd9-a896-f0c7b728638c
Zn,X/FCC,e96bd500-7969-4cd2-af83-fd466283b408
Zn,X/SC,01c9fef3-7c8a-4610-af1c-6480ac85f58c
Zr,X/BCC,a2c22ddc-a903-4a7b-a4c7-21360302c360
Zr,X/Diamond,1af97863-ec7f-4cd5-becb-e0048ab05055
Zr,X/FCC,7fc284d4-e854-4d79-a113-0253151eed77
Zr,X/SC,5e42ae2c-d3fe-4ecf-8419-e0505766fb80
